id;displayed_text;sentence;YAML;;;;;;;;;;;;;;;;;;
doc_504;"Please stick to the following instructions and choose the relevant items from the respective lists to write a sound and logical prompt for finding a location with SPOT.<br /><br />For your search, please choose 2 object(s) from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EYEtCb8IvOZEuSSA55rABBUB3_4in40EKMY6BdThah8juw?e=q3tyR0"">list of objects</a>.<br /><br />The area you are searching in is:<br /> - Horní ?ermná, Pardubický kraj, Czech Republic<br /><br />Please put the selected objects in meaningful relations to each other, using *only* and *all* of the following types:<br /> - All objects are within a distinct radius from each other. Please use up to 5 digits and up to 2 decimals with the imperial system (feet (ft), yards (yd), miles (mi)) for your radius.<br /><br />The overall style of your prompt should be:<br /> - Elaborate wording, multiple sentences.<br /><br />Additional instructions:<br /> - None<br />";I am searching for a location that fulfils the following requirements in Horní ?ermná, Pardubický kraj, Czech Republic. It features a large car park, which is located at an approximately 500 yard distance from a fashion boutique.;"area:
  type: area
  value: Horní ?ermná, Pardubický kraj, Czech Republic
entities:
  - id: 0
    type: nwr
    name: car park
  - id: 1
    type: nwr
    name: fashion boutique
relations:
  - type: dist
    source: 0
    target: 1
    value: 500 yard";;;;;;;;;;;;;;;;;;
doc_505;"Please stick to the following instructions and choose the relevant items from the respective lists to write a sound and logical prompt for finding a location with SPOT.<br /><br />For your search, please choose 3 object(s) from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EYEtCb8IvOZEuSSA55rABBUB3_4in40EKMY6BdThah8juw?e=q3tyR0"">list of objects</a>.<br /><br />The area you are searching in is:<br /> - Please don't specify a search area.<br /><br />Please put the selected objects in meaningful relations to each other, using *only* and *all* of the following types:<br /> - Set at least two objects at a distinct distance from each other. Please use up to 5 digits and up to 2 decimals with the imperial system (feet (ft), yards (yd), miles (mi)).<br /> - Pick a relative relation of objects to each other from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EaPukmnqYUFLssJ5nKvuPLQBjBFaIqB_URY6M5wzaKBlsA?e=r4ftNa"">list of relative distance terms</a><br /><br />The overall style of your prompt should be:<br /> - Short and precise, multiple sentences.<br /> - Containing many grammar mistakes.<br /><br />Additional instructions:<br /> - None<br />";There is canal that is ~ 600yd from boat dock. The boat dock are also surrounded from grassland.;"area:
  type: bbox
entities:
  - id: 0
    type: nwr
    name: canal
  - id: 1
    type: nwr
    name: boat dock
  - id: 2
    type: nwr
    name: grassland
relations:
  - type: dist
    source: 0
    target: 1
    value: 600yd
  - type: contains
    source: 2
    target: 1";;;;;;;;;;;;;;;;;;
doc_113;"Please stick to the following instructions and choose the relevant items from the respective lists to write a sound and logical prompt for finding a location with SPOT.<br /><br />For your search, please choose 3 object(s) from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EYEtCb8IvOZEuSSA55rABBUB3_4in40EKMY6BdThah8juw?e=q3tyR0"">list of objects</a>.<br /><br />The area you are searching in is:<br /> - Bernau am Chiemsee, Bavaria, Germany<br /><br />Please put the selected objects in meaningful relations to each other, using *only* and *all* of the following types:<br /> - Set at least two objects at a distinct distance from each other. Please use up to 5 digits and up to 2 decimals with the metric system (meters (m), kilometers (km)).<br /> - Pick a relative relation of objects to each other from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EaPukmnqYUFLssJ5nKvuPLQBjBFaIqB_URY6M5wzaKBlsA?e=r4ftNa"">list of relative distance terms</a><br /><br />The overall style of your prompt should be:<br /> - Elaborate wording, all in one sentence.<br /><br />Additional instructions:<br /> - Please treat one of the objects as a cluster of 9 of this Object when writing the prompt (similar to ""three houses"" instead of ""house"").<br />";Please identify the exact location of a butcher in Bernau am Chiemsee, Bavaria, Germany, that is 30 m from the entrance to a park in which I can see 9 benches that are next to each other.;"area:
  type: area
  value: Bernau am Chiemsee, Bavaria, Germany
entities:
  - id: 0
    type: nwr
    name: butcher
  - id: 1
    type: nwr
    name: park
  - id: 2
    type: cluster
    name: bench
    minPoints: 9
    maxDistance: 50 m
relations:
  - type: dist
    source: 0
    target: 1
    value: 30 m
  - type: contains
    source: 1
    target: 2";;;;;;;;;;;;;;;;;;
doc_114;"Please stick to the following instructions and choose the relevant items from the respective lists to write a sound and logical prompt for finding a location with SPOT.<br /><br />For your search, please choose 3 object(s) from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EYEtCb8IvOZEuSSA55rABBUB3_4in40EKMY6BdThah8juw?e=q3tyR0"">list of objects</a>.<br /><br />The area you are searching in is:<br /> - England, United Kingdom<br /><br />Please put the selected objects in meaningful relations to each other, using *only* and *all* of the following types:<br /> - Set at least two objects at a distinct distance from each other. Please use up to 5 digits and up to 2 decimals with the imperial system (feet (ft), yards (yd), miles (mi)).<br /><br />The overall style of your prompt should be:<br /> - Elaborate wording, multiple sentences.<br /><br />Additional instructions:<br /> - When writing the prompt, please make sure you use Burmese letters for the the area name. We suggest using an (AI) translation tool to transform the area name into the respective writing.<br />";Please identify the exact location of a Funeral Home that is 500 yd away from a flower store and 1.6 mi from a highway link in ????????? ??????????????????.;"area:
  type: area
  value: ????????? ??????????????????
entities:
  - id: 0
    type: nwr
    name: funeral home
  - id: 1
    type: nwr
    name: flower store
  - id: 2
    type: nwr
    name: highway link
relations:
  - type: dist
    source: 0
    target: 1
    value: 500 yd
  - type: dist
    source: 0
    target: 2
    value: 1.6 mi";;;;;;;;;;;;;;;;;;
doc_108;"Please stick to the following instructions and choose the relevant items from the respective lists to write a sound and logical prompt for finding a location with SPOT.<br /><br />For your search, please choose 2 object(s) from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EYEtCb8IvOZEuSSA55rABBUB3_4in40EKMY6BdThah8juw?e=q3tyR0"">list of objects</a>.<br /><br />The area you are searching in is:<br /> - Cowley County, Kansas, United States<br /><br />Please put the selected objects in meaningful relations to each other, using *only* and *all* of the following types:<br /> - All objects are within a distinct radius from each other. Please use up to 5 digits and up to 2 decimals with the metric system (meters (m), kilometers (km)) for your radius.<br /><br />The overall style of your prompt should be:<br /> - Elaborate wording, all in one sentence.<br /><br />Additional instructions:<br /> - None<br />";I'm searching for a location in Cowley County, Kansas, US from where I can see 2 benches and an elementary school all within 25 m from each other.;"area:
  type: area
  value: Cowley County, Kansas, US
entities:
  - id: 0
    type: cluster
    name: bench
    minPoints: 2
    maxDistance: 25 m
  - id: 1
    type: nwr
    name: elementary school
relations:
  - type: dist
    source: 0
    target: 1
    value: 25 m";;;;;;;;;;;;;;;;;;
doc_110;"Please stick to the following instructions and choose the relevant items from the respective lists to write a sound and logical prompt for finding a location with SPOT.<br /><br />For your search, please choose 3 object(s) from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EYEtCb8IvOZEuSSA55rABBUB3_4in40EKMY6BdThah8juw?e=q3tyR0"">list of objects</a>.<br /><br />The area you are searching in is:<br /> - Rivière du Rempart, Mauritius<br /><br />Please put the selected objects in meaningful relations to each other, using *only* and *all* of the following types:<br /> - At least one object contains one or more of the other objects.<br /><br />The overall style of your prompt should be:<br /> - Simple language, all in one sentence.<br /><br />Additional instructions:<br /> - None<br />";I'm searching for sports center that contains a swimming pool and a baseball field, in Rivière du Rempart, Mauritius.;"area:
  type: area
  value: Rivière du Rempart, Mauritius
entities:
  - id: 0
    type: nwr
    name: sports center
  - id: 1
    type: nwr
    name: swimming pool
  - id: 2
    type: nwr
    name: baseball field
relations:
  - type: contains
    source: 0
    target: 1
  - type: contains
    source: 0
    target: 2";;;;;;;;;;;;;;;;;;
doc_109;"Please stick to the following instructions and choose the relevant items from the respective lists to write a sound and logical prompt for finding a location with SPOT.<br /><br />For your search, please choose 3 object(s) from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EYEtCb8IvOZEuSSA55rABBUB3_4in40EKMY6BdThah8juw?e=q3tyR0"">list of objects</a>.<br /><br />The area you are searching in is:<br /> - Amphoe Phu Pha Man, Khon Kaen, Thailand<br /><br />Please put the selected objects in meaningful relations to each other, using *only* and *all* of the following types:<br /> - Set at least two objects at a distinct distance from each other. Please use up to 5 digits and up to 2 decimals with the metric system (meters (m), kilometers (km)).<br /><br />The overall style of your prompt should be:<br /> - Simple language, all in one sentence.<br /><br />Additional instructions:<br /> - None<br />";Searching for a beach in Amphoe Phu Pha Man, Khon Kaen, Thailand, with 2 taverns next to each other and a scuba center 1.2 km away.;"area:
  type: area
  value: Amphoe Phu Pha Man, Khon Kaen, Thailand
entities:
  - id: 0
    type: nwr
    name: beach
  - id: 1
    type: cluster
    name: tavern
    minPoints: 2
    maxDistance: 50 m
  - id: 2
    type: nwr
    name: scuba center
relations:
  - type: contains
    source: 0
    target: 1
  - type: dist
    source: 0
    target: 1
    value: 1.2 km";;;;;;;;;;;;;;;;;;
doc_111;"Please stick to the following instructions and choose the relevant items from the respective lists to write a sound and logical prompt for finding a location with SPOT.<br /><br />For your search, please choose 2 object(s) from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EYEtCb8IvOZEuSSA55rABBUB3_4in40EKMY6BdThah8juw?e=q3tyR0"">list of objects</a>.<br /><br />The area you are searching in is:<br /> - Maclean, New South Wales, Australia<br /><br />Please put the selected objects in meaningful relations to each other, using *only* and *all* of the following types:<br /> - All objects are within a distinct radius from each other. Please use up to 5 digits and up to 2 decimals with the imperial system (feet (ft), yards (yd), miles (mi)) for your radius.<br /><br />The overall style of your prompt should be:<br /> - Short and precise, multiple sentences.<br /><br />Additional instructions:<br /> - None<br />";Find a pharmacy in Maclean, New South Wales, Australia. The pharmacy is 130,5 yd from the entrance to a book store.;"area:
  type: area
  value: Maclean, New South Wales, Australia
entities:
  - id: 0
    type: nwr
    name: pharmacy
  - id: 1
    type: nwr
    name: book store
relations:
  - type: dist
    source: 0
    target: 1
    value: 130,5 yd";;;;;;;;;;;;;;;;;;
doc_112;"Please stick to the following instructions and choose the relevant items from the respective lists to write a sound and logical prompt for finding a location with SPOT.<br /><br />For your search, please choose 3 object(s) from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EYEtCb8IvOZEuSSA55rABBUB3_4in40EKMY6BdThah8juw?e=q3tyR0"">list of objects</a>.<br /><br />The area you are searching in is:<br /> - Bavaria<br /><br />Please put the selected objects in meaningful relations to each other, using *only* and *all* of the following types:<br /> - Set at least two objects at a distinct distance from each other. Please use up to 5 digits and up to 2 decimals with the metric system (meters (m), kilometers (km)).<br /><br />The overall style of your prompt should be:<br /> - Simple language, all in one sentence.<br /><br />Additional instructions:<br /> - None<br />";Find me a church in Bavaria from where I can reach a supermarket in 500 m and see a mountain within 2 km.;"area:
  type: area
  value: Bavaria
entities:
  - id: 0
    type: nwr
    name: church
  - id: 1
    type: nwr
    name: supermarket
  - id: 2
    type: nwr
    name: mountain
relations:
  - type: dist
    source: 0
    target: 1
    value: 500 m
  - type: distance
    source: 0
    target: 2
    value: 2 km";;;;;;;;;;;;;;;;;;
doc_115;"Please stick to the following instructions and choose the relevant items from the respective lists to write a sound and logical prompt for finding a location with SPOT.<br /><br />For your search, please choose 3 object(s) from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EYEtCb8IvOZEuSSA55rABBUB3_4in40EKMY6BdThah8juw?e=q3tyR0"">list of objects</a>.<br /><br />The area you are searching in is:<br /> - Please don't specify a search area.<br /><br />Please put the selected objects in meaningful relations to each other, using *only* and *all* of the following types:<br /> - Set at least two objects at a distinct distance from each other. Please use up to 5 digits and up to 2 decimals with the imperial system (feet (ft), yards (yd), miles (mi)).<br /> - Pick a relative relation of objects to each other from this <a target=”_blank” href=""https://deutschewelle.sharepoint.com/:x:/t/GR-GR-ReCo-KID2/EaPukmnqYUFLssJ5nKvuPLQBjBFaIqB_URY6M5wzaKBlsA?e=r4ftNa"">list of relative distance terms</a><br /><br />The overall style of your prompt should be:<br /> - Elaborate wording, all in one sentence.<br /><br />Additional instructions:<br /> - None<br />";Please identify the exact location of a restaurant that is next to a bus stop and 250 yd from a historic monument.;"area:
  type: bbox
entities:
  - id: 0
    type: nwr
    name: restaurant
  - id: 1
    type: nwr
    name: bus stop
  - id: 2
    type: nwr
    name: historic monument
relations:
  - type: dist
    source: 0
    target: 1
    value: 50 m
  - type: dist
    source: 0
    target: 2
    value: 250 yd";;;;;;;;;;;;;;;;;;
doc_8;;Please find me a doctor within 100 meters form a health centre and next to a dentist in Rogaland, Norway.;"area:
  type: area
  value: Rogaland, Norway
entities:
  - id: 0
    type: nwr
    name: doctor
  - id: 1
    type: nwr
    name: health centre
  - id: 2
    type: nwr
    name: dentist
relations:
  - type: dist
    source: 1
    target: 2
    value: 100 meters
  - type: dist
    source: 0
    target: 2
    value: 50 m";;;;;;;;;;;;;;;;;;
doc_12;;Plase find a boat rentl place in Garbagna Novarese that i 300 meters from a car wash and a MC???.;"area:
  type: area
  value: Garbagna Novarese
entities:
  - id: 0
    type: nwr
    name: boat rentl place
  - id: 1
    type: nwr
    name: car wash
  - id: 2
    type: nwr
    name: MC???
relations:
  - type: dist
    source: 0
    target: 1
    value: 300 meters
  - type: dist
    source: 0
    target: 2
    value: 300 meters";;;;;;;;;;;;;;;;;;
doc_5;;Please find me in Windsor, United States, a car rental. The car rental  is next to pub and within 200 meters an ice cream parlor, which is next to a parking complex.;"area:
  type: area
  value: Windsor, United States
entities:
  - id: 0
    type: nwr
    name: car rental
  - id: 1
    type: nwr
    name: pub
  - id: 2
    type: nwr
    name: ice cream parlor
  - id: 3
    type: nwr
    name: parking complex
relations:
  - type: dist
    source: 0
    target: 1
    value: 50 meters
  - type: dist
    source: 0
    target: 2
    value: 200 meters
  - type: dist
    source: 2
    target: 3
    value: 50 meters";;;;;;;;;;;;;;;;;;
doc_9;;Please find a music venue in a country park in Italy that is 100 meters from a nursing home and a kiosk.;"area:
  type: area
  value: Italy
entities:
  - id: 0
    type: nwr
    name: music venue
  - id: 1
    type: nwr
    name: country park
  - id: 2
    type: nwr
    name: nursing home
  - id: 3
    type: nwr
    name: kiosk
relations:
  - type: contains
    source: 1
    target: 0
  - type: dist
    source: 0
    target: 2
    value: 100 meters
  - type: dist
    source: 0
    target: 3
    value: 100 meters";;;;;;;;;;;;;;;;;;
doc_3;;Please find me a cafe and an ice cream parlor within a radius of 100 meters to each other in the Tovuz District in Azerbaijan.;"area:
  type: area
  value: Tovuz District in Azerbaijan
entities:
  - id: 0
    type: nwr
    name: cafe
  - id: 1
    type: nwr
    name: ice cream parlor
relations:
  - type: dist
    source: 0
    target: 1
    value: 100 m";;;;;;;;;;;;;;;;;;
doc_4;;Please find me a research Institute in Stevens County, United States.;"area:
  type: area
  value: Stevens County, United States
entities:
  - id: 0
    type: nwr
    name: research Institute";;;;;;;;;;;;;;;;;;
doc_6;;Please find a pharmacy that is 50 meters from a tax stand and close to a health car center, but close to a wall in Kadayanallur, India. ;"area:
  type: area
  value: Kadayanallur, India
entities:
  - id: 0
    type: nwr
    name: pharmacy
  - id: 1
    type: nwr
    name: tax stand
  - id: 2
    type: nwr
    name: health car center
  - id: 3
    type: nwr
    name: wall
relations:
  - type: dist
    source: 0
    target: 1
    value: 50 m
  - type: dist
    source: 0
    target: 2
    value: 150 m
  - type: dist
    source: 0
    target: 3
    value: 150 m";;;;;;;;;;;;;;;;;;
doc_10;;I am loking for an air twer in Port Moresby in Papua New Guinea that is 50 metrs from a car wash and I can se a youth center on the opposite side.;"area:
  type: area
  value: Port Moresby in Papua New Guinea
entities:
  - id: 0
    type: nwr
    name: air twer
  - id: 1
    type: nwr
    name: car wash
  - id: 2
    type: nwr
    name: youth center
relations:
  - type: dist
    source: 0
    target: 1
    value: 50 m
  - type: dist
    source: 0
    target: 2
    value: 250 m";;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
